Country,Uri,Popularity,Title,Artist,Album/Single,Genre,Artist_followers,Explicit,Album,Release_date,Track_number,Tracks_in_album,danceability,energy,key,loudness,mode,speechiness,acoustics,instrumentalness,liveliness,valence,tempo,duration_ms,time_signature,Genre_new,Days_since_release,USA,Popu_max,Top10_dummy,Top50_dummy,Cluster
USA,https://open.spotify.com/track/6FyRXC8tJUh863JCkyWqtk,8,adan y eva,Paulo Londra,single,argentine hip hop,11427104,FALSE,Adan y Eva,05/11/2018,1,1,0.767,0.709,1,-4.47,1,0.336,0.323,0.00E+00,0.0676,0.72,171.993,258639,4,hip hop,740,1,191,0,0,english speaking and nordic
USA,https://open.spotify.com/track/5xhJmd0I15jFcEdqxfCzKk,581.2,it wont kill ya,The Chainsmokers - Louane,album,dance pop,16931568,FALSE,Memories...Do Not Open,07/04/2017,7,12,0.572,0.53,6,-8.521,0,0.0654,0.0647,0.000169,0.127,0.12,170.138,217613,4,pop,1314,1,55,0,0,english speaking and nordic
USA,https://open.spotify.com/track/0wJJhRgdHhT93Z3iWdMB0T,100.25,hymn,Kesha,single,dance pop,5910376,TRUE,Hymn,03/08/2017,1,1,0.488,0.538,6,-4.974,1,0.076,0.147,0,0.305,0.38,67.037,205600,4,pop,1199,1,100,0,0,english speaking and nordic
USA,https://open.spotify.com/track/6JSryEdVJTZq6YBn3wK2sn,56,arrows,Foo Fighters,album,alternative metal,8092392,FALSE,Concrete and Gold,15/09/2017,7,11,0.515,0.917,1,-7.312,1,0.0417,0.000209,0.000476,0.145,0.409,121.988,266187,4,metal,1156,1,131,0,0,english speaking and nordic
USA,https://open.spotify.com/track/7nAfXgeHfDO50upcOjJOaq,62.4,talking to myself,Linkin Park,album,alternative metal,17132813,FALSE,One More Light,19/05/2017,3,10,0.593,0.712,2,-6.325,0,0.0286,0.00184,0,0.128,0.473,124.013,231307,4,metal,1272,1,123,0,0,english speaking and nordic
USA,https://open.spotify.com/track/5sCwso3aURYAdieWEFI1nE,948.7,icy,Logic - Gucci Mane,album,conscious hip hop,5004777,TRUE,Confessions of a Dangerous Mind,10/05/2019,9,16,0.827,0.522,7,-4.866,1,0.0845,0.163,0.00000119,0.109,0.477,151.99,265267,4,hip hop,554,1,13,0,1,english speaking and nordic
USA,https://open.spotify.com/track/6MR5IBSNfDmiwnrlQpVw4w,317.8,club paradise,Drake,album,canadian hip hop,50593376,TRUE,Care Package,02/08/2019,12,17,0.338,0.729,6,-6.419,0,0.102,0.758,0.0000324,0.18,0.543,184.174,283816,4,hip hop,470,1,29,0,1,english speaking and nordic
USA,https://open.spotify.com/track/0kN8xEmgMW9mh7UmDYHlJP,524,versace on the floor,Bruno Mars,album,dance pop,27355260,FALSE,24K Magic,17/11/2016,5,9,0.578,0.574,2,-6.209,1,0.0454,0.196,0,0.083,0.301,174.152,261240,4,pop,1449,1,154,0,0,english speaking and nordic
USA,https://open.spotify.com/track/4PkIDTPGedm0enzdvilLNd,3623.8,sixteen,Ellie Goulding,single,dance pop,8604850,FALSE,Sixteen,12/04/2019,1,1,0.669,0.801,8,-5.445,1,0.136,0.268,0,0.0594,0.541,109.919,201072,4,pop,582,1,59,0,0,english speaking and nordic
USA,https://open.spotify.com/track/4vaxvNDaLSoD36iZX515ug,10629.95,betrayed,Lil Xan,album,emo rap,2094628,TRUE,TOTAL XANARCHY,06/04/2018,12,16,0.821,0.434,10,-9.194,0,0.118,0.434,0.00E+00,0.128,0.241,120.012,187173,4,rap,953,1,62,0,0,english speaking and nordic
USA,https://open.spotify.com/track/4lTiuD1DwBKo4L7wqMkD7C,2960.85,japan,Famous Dex,single,chicago rap,2039736,TRUE,JAPAN,16/03/2018,1,1,0.733,0.678,6,-7.771,1,0.439,0.121,0,0.345,0.841,175.984,144149,4,rap,974,1,22,0,1,english speaking and nordic
USA,https://open.spotify.com/track/2b7rt5gCEy2p2zTp656s4U,372.8,how,Lil Baby,album,atl hip hop,5372519,TRUE,My Turn,28/02/2020,3,20,0.582,0.488,2,-8.208,1,0.455,0.00168,0.00E+00,0.0941,0.309,80.322,182000,4,hip hop,260,1,31,0,1,english speaking and nordic
USA,https://open.spotify.com/track/7BKUWh5sdtdS17crohRe4L,4001.65,black spiderman,Logic - Damian Lemar Hudson,album,conscious hip hop,5004777,TRUE,Everybody,05/05/2017,12,13,0.611,0.867,1,-5.298,1,0.0896,0.11,0.000105,0.346,0.336,140.032,331267,4,hip hop,1286,1,33,0,1,english speaking and nordic
USA,https://open.spotify.com/track/18O00Y7yrkJ0pRXm1n21Og,126.65,eleven,Khalid - Summer Walker,single,alternative r&b,12829933,FALSE,Eleven (feat. Summer Walker),01/05/2020,1,1,0.679,0.408,4,-9.754,0,0.0882,0.133,0.00455,0.23,0.151,129.079,206080,4,r&b/soul,197,1,84,0,0,english speaking and nordic
USA,https://open.spotify.com/track/2ZTYlnhhV1UAReg7wIGolx,4477.55,to die for,Sam Smith,single,pop,14303985,FALSE,To Die For,14/02/2020,1,1,0.483,0.361,0,-7.889,1,0.0738,0.832,4.66E-06,0.098,0.307,171.649,193795,4,pop,274,1,24,0,1,english speaking and nordic
USA,https://open.spotify.com/track/2RCp9QBnFSxdKe8RD4xF8s,186.75,momentz,Gorillaz - De La Soul,album,alternative hip hop,6111598,TRUE,Humanz (Deluxe),28/04/2017,5,26,0.781,0.98,0,-5.077,1,0.285,0.0549,0.00000274,0.597,0.487,140.235,196907,4,hip hop,1293,1,82,0,0,english speaking and nordic
USA,https://open.spotify.com/track/0usLRFLmYXYahKNgXxsuJc,69.6,trivia èµ· : just dance,BTS,album,k-pop,24755789,FALSE,Love Yourself çµ 'Answer',24/08/2018,2,26,0.723,0.906,1,-4.778,0,0.279,0.0907,0,0.0771,0.398,125.019,225221,4,k-pop,813,1,118,0,0,english speaking and nordic
USA,https://open.spotify.com/track/1lItf5ZXJc1by9SbPeljFd,2025.15,juju on that beat,Zay Hilfigerrr - Zayion McCall,single,n-a,62634,FALSE,Juju on That Beat (TZ Anthem),30/09/2016,1,1,0.807,0.887,1,-3.892,1,0.275,0.00381,0,0.391,0.78,160.517,144244,4,else,1497,1,56,0,0,english speaking and nordic
USA,https://open.spotify.com/track/2ufmtcIFdFpuUYBPXK5f67,1867.1,graveyard,Halsey,album,dance pop,12622150,FALSE,Manic,17/01/2020,3,16,0.667,0.583,11,-5.127,0,0.0747,0.231,0.0000448,0.181,0.187,92.043,181806,4,pop,302,1,68,0,0,english speaking and nordic
USA,https://open.spotify.com/track/0ORgAzmFh8N97SseJvmqgC,110.5,love it if we made it,The 1975,single,modern alternative rock,4472646,TRUE,Love It If We Made It,19/07/2018,1,1,0.479,0.727,4,-5.369,1,0.0357,0.000718,0.0000197,0.0644,0.0577,180.09,253249,4,rock,849,1,71,0,0,english speaking and nordic
USA,https://open.spotify.com/track/3AzjcOeAmA57TIOr9zF1ZW,4304.3,physical,Dua Lipa,album,dance pop,20575026,FALSE,Future Nostalgia,27/03/2020,4,11,0.647,0.844,0,-3.756,1,0.0457,0.0137,0.000658,0.102,0.746,146.967,193829,4,pop,232,1,27,0,1,english speaking and nordic
USA,https://open.spotify.com/track/62hpoPrA3rtfeX1aWONig5,437.95,split/whole time,Lil Yachty,album,atl hip hop,6648019,TRUE,Lil Boat 3,29/05/2020,3,19,0.667,0.489,9,-8.772,0,0.422,0.197,0,0.159,0.392,145.048,239314,4,hip hop,169,1,54,0,0,english speaking and nordic
USA,https://open.spotify.com/track/6pRoE3RdW4w1Fjd8epVWjZ,776.3,use me,Future,album,atl hip hop,9442830,TRUE,HNDRXX,04/08/2017,5,17,0.573,0.538,4,-5.462,0,0.138,0.253,0.00E+00,0.0622,0.148,152.096,256343,4,hip hop,1198,1,63,0,0,english speaking and nordic
USA,https://open.spotify.com/track/5q5gzmbBS5yQzos2BvVr1t,4387.5,nights with you,MÃ˜,single,dance pop,1283811,FALSE,Nights With You,21/04/2017,1,1,0.763,0.671,1,-4.029,0,0.1,0.401,1.16E-05,0.375,0.602,120.06,197495,4,pop,1300,1,83,0,0,english speaking and nordic
USA,https://open.spotify.com/track/1jg9clsGCDqOumfS0X5xm9,584.25,living proof,Camila Cabello,single,dance pop,18673543,FALSE,Living Proof,15/11/2019,1,1,0.735,0.514,7,-5.464,1,0.082,0.109,0,0.359,0.517,77.566,194440,4,pop,365,1,63,0,0,english speaking and nordic
USA,https://open.spotify.com/track/1cG0umU5TKStygKsPFZ9pY,4004.45,shed a light,Robin Schulz - David Guetta - Cheat Codes,single,dance pop,2531210,FALSE,Shed a Light,25/11/2016,1,1,0.483,0.787,8,-5.244,1,0.102,0.112,0,0.257,0.58,122.058,191379,4,pop,1441,1,86,0,0,english speaking and nordic
USA,https://open.spotify.com/track/3O8X1DE9btbzy4UH9cSX9a,124.8,borderline,Tame Impala,single,australian psych,4300741,FALSE,Borderline,12/04/2019,1,1,0.598,0.71,0,-6.839,0,0.0272,0.0476,0.0000177,0.1,0.726,97.976,274294,4,dance/electronic,582,1,107,0,0,english speaking and nordic
USA,https://open.spotify.com/track/67xBtV07CC73eFw7z5oCvU,1275.6,do you remember,Chance the Rapper - Death Cab for Cutie,album,chicago rap,5045736,FALSE,The Big Day,26/07/2019,2,22,0.606,0.655,6,-6.328,1,0.402,0.139,0.00E+00,0.103,0.696,159.824,236686,4,rap,477,1,11,0,1,english speaking and nordic
USA,https://open.spotify.com/track/4hQ6o8ECY5MyHyodnyOHEw,192.85,u deserve it,Trippie Redd - Chris King - Quan'ta,album,melodic rap,5502398,TRUE,A Love Letter To You 4,22/11/2019,9,21,0.817,0.509,5,-7.287,1,0.0316,0.547,0.00000428,0.0758,0.551,110.014,244601,4,rap,358,1,56,0,0,english speaking and nordic
USA,https://open.spotify.com/track/3tuyK9qfen7lPMji9Saw3d,232.65,we both know,Bryson Tiller,album,kentucky hip hop,4447390,TRUE,True to Self,26/05/2017,5,19,0.917,0.392,10,-5.108,0,0.315,0.16,0.000156,0.104,0.544,131.514,160907,4,hip hop,1265,1,67,0,0,english speaking and nordic
USA,https://open.spotify.com/track/0wdV94AXGRphrbkDWLNzVC,681.1,roaring 20s,Panic! At The Disco,album,baroque pop,10097733,FALSE,Pray for the Wicked,22/06/2018,5,11,0.271,0.948,1,-2.207,1,0.263,0.0467,0.00E+00,0.163,0.515,83.19,186600,4,pop,876,1,50,0,1,english speaking and nordic
USA,https://open.spotify.com/track/6IaieqiCVvsNvEt6Y7yOFa,25052.1,ball for me,Post Malone - Nicki Minaj,album,dfw rap,29173640,TRUE,beerbongs & bentleys,27/04/2018,10,18,0.797,0.55,9,-4.166,1,0.24,0.513,0,0.0786,0.543,134.206,206267,4,rap,932,1,8,1,1,english speaking and nordic
USA,https://open.spotify.com/track/6Ju28M6P8Y8sLjBgWjyUUD,43.2,hunger,Florence + The Machine,album,art pop,5344593,FALSE,High As Hope,29/06/2018,2,10,0.729,0.675,2,-5.62,0,0.0415,0.53,0,0.0985,0.332,116.016,214667,4,pop,869,1,147,0,0,english speaking and nordic
USA,https://open.spotify.com/track/1zmgEIHE0eXH0IhBGuoTkP,790.2,run,Joji,album,alternative r&b,3586162,FALSE,Nectar,24/09/2020,7,18,0.448,0.72,7,-3.954,1,0.0332,0.0427,0.000292,0.614,0.361,157.919,195000,3,r&b/soul,51,1,42,0,1,english speaking and nordic
USA,https://open.spotify.com/track/4mcZYzoGwPRDdhWVlygiHf,115.6,refugee,Tom Petty and the Heartbreakers,album,album rock,1575881,FALSE,Damn The Torpedoes (Deluxe Edition),19/10/1979,1,18,0.579,0.705,6,-4.911,0,0.0339,0.0273,0.00E+00,0.0704,0.761,116.173,201693,4,rock,14993,1,65,0,0,english speaking and nordic
USA,https://open.spotify.com/track/33tNYw9oMtSkGe27NpgS64,8041.15,workin me,Quavo,single,atl hip hop,4454166,TRUE,W O R K I N M E,10/08/2018,1,1,0.79,0.629,8,-4.055,1,0.142,0.182,0.00000706,0.338,0.267,170.023,169620,4,hip hop,827,1,32,0,1,english speaking and nordic
USA,https://open.spotify.com/track/7roKDmJDOzkpfGpUQJ5EnL,831.7,business is business,Lil Baby - Gunna,album,atl hip hop,5372519,TRUE,Drip Harder,05/10/2018,2,13,0.821,0.636,7,-6.038,0,0.0899,0.288,0,0.104,0.4,142.008,162268,4,hip hop,771,1,19,0,1,english speaking and nordic
USA,https://open.spotify.com/track/1p1SbqeipOd4ezKUpxqaz6,481.6,"baby, you make me crazy",Sam Smith,album,pop,14303985,FALSE,The Thrill Of It All (Special Edition),03/11/2017,7,14,0.513,0.648,5,-7.714,0,0.0994,0.00739,4.87E-05,0.176,0.497,169.743,207966,4,pop,1107,1,89,0,0,english speaking and nordic
USA,https://open.spotify.com/track/7vRfxLcDDwgYW2WTrtEgUV,77.6,the next best american record,Lana Del Rey,album,art pop,11440791,FALSE,Norman Fucking Rockwell!,30/08/2019,10,14,0.387,0.352,2,-9.77,1,0.0353,0.624,3.81E-05,0.112,0.113,107.892,349347,4,pop,442,1,127,0,0,english speaking and nordic
USA,https://open.spotify.com/track/4TgHt7vKCimpywaiKfl0uj,1577.4,make it rain,Pop Smoke - Rowdy Rebel,single,brooklyn drill,2441830,TRUE,Make It Rain,12/06/2020,1,1,0.54,0.77,1,-3.981,1,0.389,0.194,2.74E-05,0.372,0.565,159.494,204000,4,trap,155,1,19,0,1,english speaking and nordic
USA,https://open.spotify.com/track/5TXDeTFVRVY7Cvt0Dw4vWW,6943.7,revenge,XXXTENTACION,album,emo rap,22910410,TRUE,17,25/08/2017,5,11,0.746,0.251,11,-16.169,0,0.259,0.782,0.00203,0.106,0.18,139.999,120027,4,rap,1177,1,16,0,1,english speaking and nordic
USA,https://open.spotify.com/track/4OENnoidV0h8gJV6bhrw7r,711.05,only you freestyle,Headie One - Drake,single,uk hip hop,220967,TRUE,Only You Freestyle,20/07/2020,1,1,0.68,0.826,5,-2.561,1,0.27,0.562,0,0.254,0.804,146.95,248937,4,hip hop,117,1,71,0,0,english speaking and nordic
USA,https://open.spotify.com/track/3UjJP4ludb74a29P5EHEIo,3518.4,thumbs,Sabrina Carpenter,album,dance pop,3088219,FALSE,EVOLution,14/10/2016,3,10,0.721,0.722,8,-3.56,1,0.0577,0.025,0,0.0889,0.112,135.118,216467,4,pop,1483,1,113,0,0,english speaking and nordic
USA,https://open.spotify.com/track/5xS9hkTGfxqXyxX6wWWTt4,296.5,mary janes last dance,Tom Petty and the Heartbreakers,compilation,album rock,1575881,FALSE,Greatest Hits,16/11/1993,18,19,0.451,0.669,10,-9.033,1,0.0651,0.0267,0,0.153,0.523,169.632,272133,4,rock,9851,1,41,0,1,english speaking and nordic
USA,https://open.spotify.com/track/0y5gx9hco8okaSecaH22k1,196.9,throw it away,Trippie Redd,album,melodic rap,5502398,TRUE,!,09/08/2019,7,14,0.841,0.492,5,-7.051,1,0.227,0.159,7.27E-05,0.0803,0.279,135.032,165773,4,rap,463,1,55,0,0,english speaking and nordic
USA,https://open.spotify.com/track/4OafepJy2teCjYJbvFE60J,24437.35,breathin,Ariana Grande,album,dance pop,52571724,TRUE,Sweetener,17/08/2018,9,15,0.568,0.656,8,-5.413,1,0.0433,0.0211,1.37E-05,0.213,0.364,100.049,198160,4,pop,820,1,4,1,1,english speaking and nordic
USA,https://open.spotify.com/track/4Lxseh0wN7N0ljiOh8KwbU,185,come & go,Juice WRLD - Marshmello,single,chicago rap,13266070,TRUE,Come & Go (with Marshmello),09/07/2020,1,1,0.625,0.811,0,-5.183,1,0.0659,0.0173,0,0.16,0.532,144.994,205485,4,rap,128,1,16,0,1,english speaking and nordic
USA,https://open.spotify.com/track/2rYyq0b3XWwmWl0k727OVG,272,nuh ready nuh ready,Calvin Harris - PARTYNEXTDOOR,single,dance pop,20814678,TRUE,Nuh Ready Nuh Ready (feat. PARTYNEXTDOOR),08/02/2018,1,1,0.754,0.779,1,-3.288,0,0.0387,0.063,0.0000281,0.0758,0.41,116.003,184172,4,pop,1010,1,73,0,0,english speaking and nordic
USA,https://open.spotify.com/track/3L19besdNQzd342qL78xqm,6840.85,demons and angels,A Boogie Wit da Hoodie - Juice WRLD,album,melodic rap,5184928,TRUE,Hoodie SZN,21/12/2018,6,20,0.81,0.55,2,-7.46,0,0.17,0.0114,0.00000569,0.107,0.183,76.503,214593,4,rap,694,1,30,0,1,english speaking and nordic
USA,https://open.spotify.com/track/2u7mxWSeoqTXndK5e08jMp,34641.65,nowadays,Lil Skies - Landon Cube,album,melodic rap,4514676,TRUE,Life of a Dark Rose,12/12/2017,14,14,0.745,0.646,6,-6.987,0,0.17,0.157,0.00E+00,0.338,0.46,79.993,203908,4,rap,1068,1,24,0,1,english speaking and nordic
USA,https://open.spotify.com/track/5Py8zRKGkZvgHniVVtvNCN,849,all around me,Justin Bieber,album,canadian pop,39214943,FALSE,Changes,14/02/2020,1,17,0.566,0.438,0,-7.564,0,0.0367,0.809,0,0.212,0.692,117.127,136907,4,pop,274,1,15,0,1,english speaking and nordic
USA,https://open.spotify.com/track/2zYzyRzz6pRmhPzyfMEC8s,785.5,highway to hell,AC/DC,album,album rock,16711265,FALSE,Highway to Hell,27/07/1979,1,10,0.574,0.913,6,-4.793,0,0.133,0.061,1.58E-03,0.156,0.423,115.728,208400,4,rock,15077,1,39,0,1,english speaking and nordic
USA,https://open.spotify.com/track/3zxAw8PaqpeGZ3Pakkxv3J,869.15,without you,Luke Combs - Amanda Shires,album,contemporary country,3747160,FALSE,What You See Ain't Always What You Get (Deluxe Edition),44127,22,23,0.522,0.659,6,-6.016,1,0.0304,0.307,0,0.102,0.355,141.996,224987,4,country,22,1,12,0,1,english speaking and nordic
USA,https://open.spotify.com/track/7F9oCEKbqjN99cV5HpvYER,87.2,"white christmas - spotify singles - holiday, recorded at air studios, london",George Ezra,single,folk-pop,3283528,FALSE,"White Christmas (Spotify Singles - Holiday, Recorded at Air Studios, London)",43068,1,1,0.586,0.32,0,-12.788,1,0.0289,0.637,0.00202,0.128,0.437,115.808,192459,4,k-pop,1081,1,155,0,0,english speaking and nordic
USA,https://open.spotify.com/track/46hDiH4YvAWXE04GskkIHS,349.15,why would i stop?,Big Sean,album,detroit hip hop,7838718,TRUE,Detroit 2,44078,1,21,0.778,0.727,1,-6.115,0,0.0837,0.0212,0,0.101,0.218,119.972,152263,4,hip hop,71,1,22,0,1,english speaking and nordic
USA,https://open.spotify.com/track/1yfyIdEw5U2bD5I6gxQCxW,22.4,tough love,Avicii - Agnes - Vargas & Lagola,album,big room,18439913,FALSE,TIM,43622,4,12,0.402,0.754,8,-4.837,1,0.0432,0.143,0,0.358,0.621,108.17,191248,4,house,527,1,173,0,0,english speaking and nordic
USA,https://open.spotify.com/track/4cSSL3YafYjM3yjgFO1vJg,23903.3,walk em down,NLE Choppa - Roddy Ricch,single,memphis hip hop,2371258,TRUE,Walk Em Down (feat. Roddy Ricch),43909,1,1,0.867,0.744,2,-5.171,1,0.227,0.268,0,0.0713,0.645,84.005,173288,4,hip hop,240,1,12,0,1,english speaking and nordic
USA,https://open.spotify.com/track/1eIsyfDHoEbemSnQFsgyAv,2356.9,party girl,StaySolidRocky - Lil Uzi Vert,album,melodic rap,106823,TRUE,Fallin',44029,1,7,0.752,0.375,6,-10.157,0,0.204,0.533,0,0.175,0.591,129.995,147673,4,rap,120,1,6,1,1,english speaking and nordic
USA,https://open.spotify.com/track/6WMf0Om41Z6HlMzXFuZ4F0,16.8,everyday life,Coldplay,single,permanent wave,27701635,FALSE,Everyday Life,43772,1,3,0.512,0.452,2,-8.991,1,0.0292,0.775,0.0818,0.065,0.235,124.103,258533,4,indie,377,1,180,0,0,english speaking and nordic
USA,https://open.spotify.com/track/0VhgEqMTNZwYL1ARDLLNCX,1682.4,can i be him,James Arthur,album,pop,6843219,FALSE,Back from the Edge,42671,4,17,0.696,0.543,11,-6.164,1,0.0489,0.308,0,0.0939,0.479,107.969,246880,4,pop,1469,1,114,0,0,english speaking and nordic
USA,https://open.spotify.com/track/75dLEqanQTupF3dtP9exT5,1536.5,yikes,Nicki Minaj,single,dance pop,19152566,TRUE,Yikes,43868,1,1,0.911,0.637,8,-8.381,1,0.447,0.0409,0.0000368,0.238,0.66,149.996,156882,4,pop,281,1,34,0,1,english speaking and nordic
USA,https://open.spotify.com/track/25khomWgBVamSdKw7hzm3l,2893.6,the hills,The Weeknd,album,canadian contemporary r&b,25562055,TRUE,Beauty Behind The Madness,42244,5,14,0.356,0.567,0,-7.011,0,0.0798,0.0861,0,0.137,0.109,135.553,242253,5,r&b/soul,1896,1,120,0,0,english speaking and nordic
USA,https://open.spotify.com/track/1g3ErLqysBJ5EIGdYYMWFZ,979.6,all day long,Chance the Rapper - John Legend,album,chicago rap,5045736,FALSE,The Big Day,43672,1,22,0.767,0.884,2,-3.674,1,0.161,0.028,0,0.103,0.717,123.01,208238,4,rap,477,1,12,0,1,english speaking and nordic
USA,https://open.spotify.com/track/0Zx8khUcEfCFK2AEoIhC92,9176,dont leave,Snakehips - MÃ˜,single,edm,322897,TRUE,Don't Leave,42741,1,1,0.657,0.703,1,-3.402,1,0.0753,0.222,0,0.256,0.338,122.381,214693,4,dance/electronic,1404,1,51,0,0,english speaking and nordic
USA,https://open.spotify.com/track/5TXQCMKN6TgemTL3c4wRTn,232.3,sorrows,Bryson Tiller,album,kentucky hip hop,4447390,FALSE,A N N I V E R S A R Y,44106,6,10,0.633,0.793,5,-6.847,0,0.182,0.148,0,0.867,0.761,109.093,193702,4,hip hop,43,1,55,0,0,english speaking and nordic
USA,https://open.spotify.com/track/0pJPdSVti6cTM1Q6xYGmcf,595.05,faking it,Calvin Harris - Kehlani - Lil Yachty - Funk Wav,album,dance pop,20814678,TRUE,Funk Wav Bounces Vol.1,42916,9,10,0.776,0.589,9,-4.543,0,0.115,0.319,0,0.0715,0.668,120.034,240093,4,pop,1233,1,51,0,0,english speaking and nordic
USA,https://open.spotify.com/track/7lAK3oHbfEnvUQWosrMMpR,31679.55,yosemite,Travis Scott,album,rap,13434540,TRUE,ASTROWORLD,43315,12,17,0.785,0.554,0,-6.571,1,0.0409,0.283,0.0000034,0.116,0.144,128.047,150043,4,rap,834,1,7,1,1,english speaking and nordic
USA,https://open.spotify.com/track/7DuvVy7JfFgXwWlVzyyPys,1168.95,pull up n wreck,Big Sean - Metro Boomin - 21 Savage,album,detroit hip hop,7838718,TRUE,Double Or Nothing (& Metro Boomin),43077,4,10,0.49,0.44,10,-7.76,1,0.353,0.00806,0.00103,0.186,0.091,173.095,227533,4,hip hop,1072,1,47,0,1,english speaking and nordic
USA,https://open.spotify.com/track/7njKgVl3AnLflRad38o7AG,17500.3,paradise,Bazzi,single,pop,3807231,TRUE,Paradise,43559,1,2,0.844,0.644,11,-6.273,0,0.0479,0.0828,0,0.113,0.591,122.061,169038,4,pop,590,1,18,0,1,english speaking and nordic
USA,https://open.spotify.com/track/58TaFP5j5i9swOf584yon2,2892.65,houstonfornication,Travis Scott,album,rap,13434540,TRUE,ASTROWORLD,43315,16,17,0.689,0.723,0,-4.052,0,0.0836,0.0985,0,0.158,0.288,160.042,217828,4,rap,834,1,17,0,1,english speaking and nordic
USA,https://open.spotify.com/track/1ff60tDWdcdVN6PtKQXWny,108.8,naeem,Bon Iver,album,eau claire indie,2788650,FALSE,"i,i",43686,7,13,0.37,0.408,0,-10.355,1,0.0441,0.804,0.0279,0.678,0.164,125.068,262267,4,indie,463,1,73,0,0,english speaking and nordic
USA,https://open.spotify.com/track/1JIgaRnqtzS7DuGM3hVZU9,1036.7,keanu reeves,Logic,album,conscious hip hop,5004777,TRUE,Confessions of a Dangerous Mind,43595,13,16,0.712,0.891,2,-6.457,1,0.24,0.0557,0,0.133,0.799,170.13,225933,4,hip hop,554,1,44,0,1,english speaking and nordic
USA,https://open.spotify.com/track/06LFFPPS7MylCZXps3cO4m,918.75,who shot cupid?,Juice WRLD,album,chicago rap,13266070,TRUE,Death Race For Love,43532,12,22,0.758,0.932,3,-2.809,1,0.0372,0.0558,0,0.097,0.592,125.993,214246,4,rap,617,1,43,0,1,english speaking and nordic
USA,https://open.spotify.com/track/3IJYUaN3tx04S4TYyZHKoP,14481.15,party girl,StaySolidRocky,album,melodic rap,106823,FALSE,Fallin',44027,3,7,0.73,0.439,6,-9.864,0,0.0609,0.747,0,0.0988,0.615,130.09,147800,4,rap,122,1,18,0,1,english speaking and nordic
USA,https://open.spotify.com/track/2o9LAypwGH4ctV0i9boo6d,1108.6,come around me,Justin Bieber,album,canadian pop,39214943,FALSE,Changes,43875,3,17,0.648,0.681,2,-8.389,0,0.0378,0.263,0.00783,0.0971,0.767,157.941,200773,4,pop,274,1,21,0,1,english speaking and nordic
USA,https://open.spotify.com/track/5zZw8cn8WKoplKaeMPSvwi,102.85,the good side,Troye Sivan,single,australian pop,5087482,FALSE,The Good Side,43118,1,1,0.424,0.259,2,-16.509,1,0.0531,0.418,0.00247,0.354,0.316,165.755,268597,3,pop,1031,1,80,0,0,english speaking and nordic
USA,https://open.spotify.com/track/4oLuMvGQ4WJfU2s4OM6nfE,1008.95,culture,Migos - DJ Khaled,album,atl hip hop,10919803,TRUE,Culture,42762,1,13,0.825,0.7,11,-5.098,0,0.243,0.0379,0,0.139,0.317,132.996,153558,4,hip hop,1383,1,24,0,1,english speaking and nordic
USA,https://open.spotify.com/track/689uBlyIufk2LUhAwjny4w,904.15,nowadays,Lil Skies - Landon Cube,single,melodic rap,4514676,TRUE,Nowadays (feat. Landon Cube),43089,1,1,0.745,0.646,6,-6.987,0,0.17,0.157,0,0.338,0.46,79.993,203908,4,rap,1060,1,57,0,0,english speaking and nordic
USA,https://open.spotify.com/track/3tM778lBLL9SjnN0OHWgHH,40,the promise,Chris Cornell,single,alternative metal,1373012,FALSE,The Promise,42797,1,1,0.427,0.62,5,-7.768,0,0.0332,0.276,0,0.125,0.328,145.658,260837,4,metal,1349,1,151,0,0,english speaking and nordic
USA,https://open.spotify.com/track/55S2PQgSMYAhgoTCcGCDfw,7408.25,youngblood,5 Seconds of Summer,single,boy band,6734577,FALSE,Youngblood,43202,1,1,0.596,0.854,7,-5.114,0,0.463,0.0169,0,0.124,0.152,120.274,203418,4,boy band,947,1,24,0,1,english speaking and nordic
USA,https://open.spotify.com/track/3jipFRgLyKK0oJoG1pKicx,2810.95,jaded,Drake,album,canadian hip hop,50593376,TRUE,Scorpion,43280,3,25,0.766,0.272,0,-5.696,1,0.041,0.0366,0,0.175,0.037,116.036,262453,4,hip hop,869,1,17,0,1,english speaking and nordic
USA,https://open.spotify.com/track/4hiUYb2nb6NlfTP9CD38Pe,29.6,on my way,TiÃ«sto - Bright Sparks,single,big room,5177309,FALSE,On My Way,42748,1,1,0.629,0.764,7,-4.023,1,0.036,0.00981,0,0.221,0.577,123.972,183710,4,house,1397,1,164,0,0,english speaking and nordic
USA,https://open.spotify.com/track/6SwRhMLwNqEi6alNPVG00n,36817.4,loyalty. feat. rihanna.,Kendrick Lamar - Rihanna,album,conscious hip hop,15770741,TRUE,DAMN.,42839,6,14,0.658,0.535,9,-8.983,0,0.0573,0.0265,0,0.2,0.419,110.684,227360,4,hip hop,1307,1,4,1,1,english speaking and nordic
USA,https://open.spotify.com/track/1tH2L4hkZU7IMJbreHFcMs,10.4,what makes a woman,Katy Perry,single,dance pop,16588925,TRUE,What Makes A Woman,44063,1,1,0.363,0.594,2,-7.847,1,0.079,0.184,0,0.106,0.257,94.639,131271,4,pop,86,1,188,0,0,english speaking and nordic
USA,https://open.spotify.com/track/3UoULw70kMsiVXxW0L3A33,1252.9,pov,Ariana Grande,album,dance pop,52571724,FALSE,Positions,44134,14,14,0.487,0.534,0,-5.664,0,0.0555,0.36,0,0.1,0.173,131.798,201882,4,pop,15,1,8,1,1,english speaking and nordic
