"images","followers","popularity","name","genre","id","artist_id"
"https://i.scdn.co/image/ab6761610000e5eb39ce949d62ff47fc1de1a2d9","34017278","87","Ozuna","puerto rican pop","1i8SpTcr7yvPOmcqrbnVXY","4q3ewBCX7sLwd24euuV69X"
"https://i.scdn.co/image/ab6761610000e5eb05fb1367376b79b86ee0f96c","42127","82","Jhayco","reggaeton","6nVcHLIgY5pE2YCl8ubca1","4q3ewBCX7sLwd24euuV69X"
"https://i.scdn.co/image/ab6761610000e5ebc5c589b667f600c299552ee5","24532656","86","Anuel AA","reggaeton","2R21vXR83lH98kGeO99Y66","4q3ewBCX7sLwd24euuV69X"
"https://i.scdn.co/image/ab6761610000e5ebf6c0e106b139be41baae72fd","3861574","73","Nio Garcia","latin hip hop","5hdhHgpxyniooUiQVaPxQ0","4q3ewBCX7sLwd24euuV69X"
"https://i.scdn.co/image/ab6761610000e5eb58efe6fc6305da076d48ec7f","5684092","74","Mau y Ricky","latin pop","2wkoKEfS6dXwThbyTnZWFU","4q3ewBCX7sLwd24euuV69X"
"https://i.scdn.co/image/ab6761610000e5ebb8b788e2929fd77f43a3c6e7","29419215","86","KAROL G","reggaeton","790FomKkXshlbRYZFtlgla","4q3ewBCX7sLwd24euuV69X"
"https://i.scdn.co/image/ab6761610000e5ebd0fb41ece6efa7a9db45bee1","2032932","71","Chris Jedi","latin hip hop","0qTZZWLzuD59Un5r1speHm","4q3ewBCX7sLwd24euuV69X"
"https://i.scdn.co/image/ab6761610000e5eb765cc364b1b7108fd228a993","5558834","74","Brytiago","latin hip hop","00XhexlJEXQstHimpZN910","4q3ewBCX7sLwd24euuV69X"
"https://i.scdn.co/image/ab6761610000e5eb9b7677e5bdee54a0ae0c8262","9738912","85","Myke Towers","reggaeton","7iK8PXO48WeuP03g8YR51W","4q3ewBCX7sLwd24euuV69X"
"https://i.scdn.co/image/ab6761610000e5eb5332f98f95b18ad1ffa4e0fc","7681201","77","Bryant Myers","latin hip hop","6w9ToX5slZ4uIdmD17hJ3c","4q3ewBCX7sLwd24euuV69X"
"https://i.scdn.co/image/ab6761610000e5ebcb9b44626b08827df9be06ab","14124936","89","Rauw Alejandro","puerto rican pop","1mcTU81TzQhprhouKaTkpq","4q3ewBCX7sLwd24euuV69X"
"https://i.scdn.co/image/ab6761610000e5eb72453ad016b059b06fd52569","1063291","78","Tainy","latin hip hop","0GM7qgcRCORpGnfcN2tCiB","4q3ewBCX7sLwd24euuV69X"
"https://i.scdn.co/image/ab6761610000e5eb1db8a4795dc8b97abc1f6f11","7435803","72","Lunay","latin hip hop","47MpMsUfWtgyIIBEFOr4FE","4q3ewBCX7sLwd24euuV69X"
"https://i.scdn.co/image/ab6761610000e5eb88b99535ed74688cf963d8c8","3773965","80","Ñengo Flow","latin hip hop","12vb80Km0Ew53ABfJOepVz","4q3ewBCX7sLwd24euuV69X"
"https://i.scdn.co/image/ab6761610000e5ebbfbf1c02bf29eceaadd84e7c","3219446","71","Miky Woodz","latin hip hop","1pf0MPKfKdvS8J779mS1Ay","4q3ewBCX7sLwd24euuV69X"
"https://i.scdn.co/image/ab6761610000e5ebc2a62a14000269ff2fa656f6","3158945","70","Alex Rose","reggaeton","2DspEsT7UXGKd2VaaedgG4","4q3ewBCX7sLwd24euuV69X"
"https://i.scdn.co/image/ab6761610000e5eb6666f883c02cc5fc182a10c6","2046602","71","Rvssian","latin hip hop","1fctva4kpRbg2k3v7kwRuS","4q3ewBCX7sLwd24euuV69X"
"https://i.scdn.co/image/ab6761610000e5ebc989a9c2839895c8687d2da3","4768331","70","Jon Z","reggaeton","5bWUlnPx9OYKsLiUJrhCA1","4q3ewBCX7sLwd24euuV69X"
"https://i.scdn.co/image/ab6761610000e5eb29b2b0b4d0b1faaadd9f66b4","5089472","69","Kevin Roldan","latin hip hop","1RBzGO6Nm3uyhUSxP7EDWO","4q3ewBCX7sLwd24euuV69X"
"https://i.scdn.co/image/ab6761610000e5eb5f8bb457ee2815cc276ddb9d","4446870","78","Danny Ocean","pop venezolano","5H1nN1SzW0qNeUEZvuXjAj","4q3ewBCX7sLwd24euuV69X"
