"images","followers","popularity","name","genre","id","artist_id"
"https://i.scdn.co/image/ab6761610000e5eb0f1175c762fb80f71469b344","3740705","69","The Fray","neo mellow","0zOcE3mg9nS6l3yxt1Y0bK","5Pwc4xIPtQLFEnJriah9YJ"
"https://i.scdn.co/image/ab6761610000e5ebf01bf904b446e4a043acb867","7529029","73","The Script","celtic rock","3AQRLZ9PuTAozP28Skbq8V","5Pwc4xIPtQLFEnJriah9YJ"
"https://i.scdn.co/image/ab6761610000e5eb5e28b1947246a1928d9086f0","1407313","66","American Authors","indie poptimism","0MlOPi3zIDMVrfA9R04Fe3","5Pwc4xIPtQLFEnJriah9YJ"
"https://i.scdn.co/image/ab6761610000e5eb288ac05481cedc5bddb5b11b","38313865","85","Maroon 5","pop","04gDigrS5kc9YWfZHwBETP","5Pwc4xIPtQLFEnJriah9YJ"
"https://i.scdn.co/image/ab6761610000e5eb1687995a9c0172c195049cb1","1224945","62","Gavin DeGraw","neo mellow","5DYAABs8rkY9VhwtENoQCz","5Pwc4xIPtQLFEnJriah9YJ"
"https://i.scdn.co/image/ab6761610000e5eb2ff4279e2084771e59a22387","1007931","62","Phillip Phillips","folk-pop","6p5JxpTc7USNnBnLzctyd4","5Pwc4xIPtQLFEnJriah9YJ"
"https://i.scdn.co/image/ab6761610000e5eb02dd5c821135e146eb2bfc85","2696434","67","Snow Patrol","irish rock","3rIZMv9rysU7JkLzEaC5Jp","5Pwc4xIPtQLFEnJriah9YJ"
"https://i.scdn.co/image/ab6761610000e5eb920dc1f617550de8388f368e","42795797","88","Imagine Dragons","modern rock","53XhwfbYqKCa1cC15pYq2q","5Pwc4xIPtQLFEnJriah9YJ"
"https://i.scdn.co/image/ab6761610000e5eb0b549f4ea1ab50fbae9e4a4b","1187134","65","Neon Trees","modern alternative rock","0RpddSzUHfncUWNJXKOsjy","5Pwc4xIPtQLFEnJriah9YJ"
"https://i.scdn.co/image/ab6761610000e5eb6fa4f7efaf78eb1bc0486d27","2686739","73","Keane","neo mellow","53A0W3U0s8diEn9RhXQhVz","5Pwc4xIPtQLFEnJriah9YJ"
"https://i.scdn.co/image/ab6761610000e5eb1e597cf8abddb78b3cc42aaa","2272040","68","Owl City","indietronica","07QEuhtrNmmZ0zEcqE9SF6","5Pwc4xIPtQLFEnJriah9YJ"
"https://i.scdn.co/image/ab6761610000e5eb16b0f08dff5ee0de681b08b7","646698","56","Parachute","acoustic pop","2PCUhxD40qlMqsKHjTZD2e","5Pwc4xIPtQLFEnJriah9YJ"
"https://i.scdn.co/image/ab6761610000e5ebde84db9494e1ab5b80befca4","479538","56","Mat Kearney","acoustic pop","2NQEwAVHBNcI0tGMLlWwF1","5Pwc4xIPtQLFEnJriah9YJ"
"https://i.scdn.co/image/ab6761610000e5eb6867a4ce52401bd378bb5179","10463264","80","James Arthur","pop","4IWBUUAFIplrNtaOHcJPRM","5Pwc4xIPtQLFEnJriah9YJ"
"https://i.scdn.co/image/ab6761610000e5eb12e6a316cab1c10592429fa4","1847689","64","Lifehouse","alternative metal","5PokPZn11xzZXyXSfnvIM3","5Pwc4xIPtQLFEnJriah9YJ"
"https://i.scdn.co/image/ab6761610000e5eb496050692471e28190f815f0","1096725","70","Andy Grammer","dance pop","2oX42qP5ineK3hrhBECLmj","5Pwc4xIPtQLFEnJriah9YJ"
"https://i.scdn.co/image/18bbcd7d392b5f48754d7d89afe37f979fb47199","768628","59","Five For Fighting","acoustic pop","7FgMLbnZVrEnir95O0YujA","5Pwc4xIPtQLFEnJriah9YJ"
"https://i.scdn.co/image/ab6761610000e5eb2ae1234c04646fbe94100746","1110680","64","Plain White T's","neo mellow","1g1yxsNVPhMUl9GrMjEb2o","5Pwc4xIPtQLFEnJriah9YJ"
"https://i.scdn.co/image/ab6761610000e5ebab9610e36fae856c0fd9b46b","1971998","68","WALK THE MOON","dance rock","6DIS6PRrLS3wbnZsf7vYic","5Pwc4xIPtQLFEnJriah9YJ"
"https://i.scdn.co/image/ab6761610000e5eb72a25639a19993fa40e9f449","1900467","63","Daughtry","alternative metal","5P5FTygHyx2G57oszR3Wot","5Pwc4xIPtQLFEnJriah9YJ"
